words,links,capital_words,spam_word_count,is_spam
127,2,0,4,0
534,1,29,3,1
74,2,3,4,0
95,6,8,7,1
668,8,5,3,1
153,1,8,2,0
216,0,2,2,0
242,4,0,1,0
37,0,1,2,0
314,2,8,0,0
557,2,25,1,1
878,7,25,3,1
179,2,20,0,1
45,2,1,5,0
121,5,3,0,0
164,2,0,8,1
938,5,30,7,1
255,2,1,1,0
187,1,0,2,0
133,2,1,0,1
180,2,5,8,1
385,4,12,3,1
275,2,2,2,0
928,9,5,4,1
260,3,2,1,0
949,8,19,9,1
37,1,2,2,0
88,3,2,2,0
992,9,18,3,1
334,3,27,6,1
546,10,10,3,1
340,1,3,6,0
106,1,0,2,0
92,0,4,5,1
594,6,19,3,1
147,0,0,1,0
48,2,0,5,0
40,2,1,1,0
387,0,2,0,0
103,4,0,2,0
102,1,2,0,0
426,1,3,1,0
103,8,6,10,1
393,5,1,1,0
994,8,16,0,1
59,0,2,1,0
721,5,19,1,1
721,3,5,0,1
33,0,1,1,0
276,8,14,6,1
183,6,22,6,1
937,4,8,4,1
40,4,3,0,0
112,3,13,7,1
304,3,25,8,1
738,3,2,8,1
457,2,1,2,0
497,6,2,4,1
341,3,11,8,1
616,4,30,5,1
257,3,1,1,0
174,0,24,4,1
100,0,2,6,0
78,8,17,2,1
60,1,0,0,0
102,2,0,2,0
291,2,2,4,0
586,10,29,2,1
147,7,25,5,1
198,0,2,2,0
26,3,2,5,0
318,7,26,5,1
911,3,18,8,1
908,5,4,8,1
349,10,25,6,1
111,1,3,1,0
117,2,29,9,1
621,10,28,2,1
589,10,8,8,1
740,9,17,3,1
283,2,0,3,0
193,1,1,1,0
296,2,1,2,0
188,1,7,0,0
107,1,1,0,0
190,9,18,8,1
97,7,4,6,1
666,3,20,4,1
665,7,29,10,1
341,4,8,2,0
62,0,1,1,0
85,0,2,1,0
210,0,1,1,0
358,0,21,6,1
82,3,26,9,1
107,3,29,10,1
218,1,1,1,0
46,0,3,2,0
280,2,2,2,0
101,4,0,5,1
283,3,3,0,0
392,0,19,1,1
54,1,3,3,0
288,1,2,5,0
249,9,4,6,1
568,4,17,10,1
259,4,0,1,0
257,4,3,1,0
177,2,2,1,0
103,3,23,4,1
29,0,1,2,0
188,1,3,2,0
794,0,27,6,1
216,2,0,0,0
125,5,28,5,1
170,5,21,6,1
715,2,14,7,1
65,7,15,6,1
85,0,3,1,0
112,2,5,0,0
77,2,0,0,0
848,8,0,3,1
114,7,11,3,1
108,0,1,6,0
758,7,28,0,1
214,3,2,1,0
891,8,5,2,1
185,2,21,6,1
105,2,8,0,0
38,1,3,2,0
376,2,26,7,1
151,1,3,6,0
200,1,0,0,0
82,2,3,2,0
186,6,12,4,1
867,2,1,8,1
56,10,7,4,1
127,0,4,0,0
988,8,13,10,1
172,2,0,4,1
132,0,0,1,0
637,3,30,1,1
308,0,2,2,0
144,1,4,0,0
85,6,4,3,1
231,3,9,9,1
121,3,3,5,1
228,1,0,0,0
161,3,26,8,1
468,7,20,0,1
263,0,3,2,0
106,0,3,0,0
130,0,1,2,0
858,8,8,4,1
197,5,0,5,0
879,8,19,6,1
732,0,5,7,1
163,2,0,0,0
535,3,11,3,1
422,7,2,7,1
73,0,0,0,0
152,2,1,6,0
94,1,3,0,0
224,1,3,2,0
182,2,9,10,1
252,2,0,0,0
177,0,0,0,0
432,9,29,10,1
677,7,28,7,1
48,5,9,1,0
911,3,17,4,1
314,7,24,2,1
187,4,28,9,1
972,8,1,8,1
175,2,3,1,0
170,2,0,0,0
185,4,26,2,1
240,1,1,1,0
376,4,30,10,1
443,0,3,1,0
82,10,8,0,1
153,5,10,0,0
658,6,27,10,1
307,7,7,3,1
113,0,6,6,0
127,6,28,10,1
419,8,8,6,1
272,1,2,1,0
254,1,1,0,0
226,5,8,2,0
228,2,8,0,0
50,3,26,2,1
453,6,8,7,1
171,0,3,1,0
82,0,24,6,1
273,1,1,2,0
177,2,3,0,0
122,2,2,2,0
161,4,8,8,1
615,7,7,7,1
105,1,2,2,0
61,0,10,3,0
51,7,9,9,1
553,3,9,10,1
914,10,5,10,1
20,1,2,2,0
60,1,3,0,0
200,0,0,2,0
247,5,2,1,0
610,8,20,5,1
118,1,3,0,0
195,1,0,0,0
97,0,3,0,0
272,0,1,2,0
958,8,11,2,1
188,0,0,2,0
132,3,23,3,1
259,1,3,0,0
427,1,1,5,0
174,4,3,4,0
317,5,8,4,1
463,1,3,1,0
297,0,2,2,0
96,1,0,0,0
211,5,3,1,0
394,9,3,8,1
158,6,19,1,1
361,0,3,0,0
614,0,0,3,1
740,8,14,6,1
199,2,8,2,0
273,2,0,3,0
138,6,26,0,1
117,2,0,2,0
520,3,24,0,1
138,0,0,2,0
238,2,2,1,0
289,0,0,0,0
243,10,23,7,1
43,0,5,1,0
64,0,0,2,0
119,2,3,1,0
470,1,3,1,0
158,2,21,1,1
141,0,1,1,0
285,1,2,1,0
143,1,9,5,1
155,4,15,10,1
141,10,29,5,1
779,0,6,2,1
143,2,1,1,0
206,0,2,2,0
366,6,12,8,1
256,3,23,4,1
181,1,3,0,0
177,10,6,3,1
247,0,2,5,0
667,1,1,7,1
139,0,3,1,0
236,1,0,2,0
420,2,0,1,0
62,1,5,1,0
445,1,2,1,0
971,0,13,3,1
145,1,3,0,0
138,9,5,9,1
59,1,3,2,0
278,4,0,0,0
734,3,22,8,1
119,2,0,5,0
79,0,3,2,0
62,2,27,8,1
263,0,2,2,0
178,0,9,3,0
941,9,8,0,1
218,2,2,0,0
193,1,3,1,0
38,0,0,2,0
925,6,5,10,1
89,4,2,2,0
197,0,1,2,0
180,1,1,2,0
127,1,1,1,0
454,3,7,2,1
22,1,3,4,0
102,2,0,0,0
53,0,1,1,0
350,8,29,6,1
294,0,1,2,0
691,7,26,10,1
39,0,0,2,0
282,4,26,6,1
75,3,0,1,0
277,1,1,0,0
298,0,2,0,0
294,2,3,0,0
187,0,2,2,0
300,1,1,5,0
195,5,1,1,0
161,4,22,3,1
62,2,10,1,0
121,10,30,5,1
146,0,2,1,0
847,4,19,7,1
168,4,13,2,1
184,2,1,1,0
281,1,4,6,0
145,1,3,2,0
87,0,1,0,0
109,2,1,2,0
74,1,1,1,0
317,0,5,0,0
21,0,1,1,0
166,9,29,7,1
329,1,2,1,0
101,1,0,0,0
351,1,0,0,0
294,2,3,5,0
56,9,3,3,1
221,1,5,2,0
905,4,11,8,1
316,2,13,8,1
21,0,1,2,0
63,0,17,4,1
297,10,22,7,1
83,8,14,8,1
100,2,10,2,1
37,2,2,0,0
585,9,9,0,1
23,4,2,6,0
415,5,3,1,0
174,1,0,4,1
678,9,16,3,1
993,3,29,3,1
990,3,24,7,1
452,4,20,5,1
126,3,21,9,1
461,1,2,0,0
343,0,30,10,1
253,0,3,1,0
589,3,24,5,1
823,4,7,10,1
187,0,8,2,0
118,1,3,0,0
56,1,2,2,0
122,5,3,3,1
294,2,3,3,0
57,3,24,6,1
200,1,5,1,0
615,9,7,6,1
350,7,22,7,1
501,7,7,5,1
163,1,0,1,0
174,4,7,2,0
155,1,1,0,0
261,0,0,4,0
287,4,2,0,0
262,5,6,0,1
171,1,3,1,0
207,0,3,1,0
250,1,4,1,0
76,1,3,2,0
671,7,7,9,1
284,2,6,1,0
92,1,2,0,0
225,2,27,10,1
181,2,1,2,0
229,1,3,2,0
344,1,0,0,0
246,2,2,2,0
446,1,0,2,0
55,2,3,2,0
244,2,0,6,0
719,4,5,5,1
379,3,14,10,1
212,0,4,0,0
57,1,2,0,0
724,5,3,5,1
349,7,4,1,1
183,2,9,0,0
629,7,29,10,1
170,0,2,1,0
187,8,15,6,1
298,3,1,2,0
116,2,24,1,1
171,0,1,0,0
758,10,26,0,1
572,0,5,5,1
294,0,2,5,0
731,10,0,8,1
204,0,3,1,0
696,4,3,3,1
892,7,24,8,1
788,3,0,8,1
350,7,13,8,1
909,1,25,4,1
346,1,4,5,0
352,0,1,2,0
858,7,20,1,1
279,0,3,1,0
288,5,1,2,0
726,2,22,4,1
336,2,9,9,1
28,1,2,2,0
131,2,27,10,1
283,4,2,2,0
616,7,5,4,1
118,1,7,0,0
192,2,3,2,0
842,2,23,0,1
330,10,10,5,1
954,9,8,6,1
468,9,12,7,1
534,7,21,6,1
724,6,0,10,1
658,3,16,10,1
32,2,3,2,0
172,0,0,3,0
272,0,3,0,0
120,5,15,5,1
79,2,3,6,0
195,1,0,0,0
531,3,17,7,1
259,1,0,2,0
265,3,3,2,0
295,2,1,3,0
290,4,0,0,0
159,0,2,1,0
182,1,1,1,0
282,0,1,4,0
960,9,19,8,1
84,2,2,2,0
189,2,3,1,0
122,0,8,1,1
475,5,8,3,1
180,3,30,5,1
98,5,14,5,1
92,1,7,0,0
229,0,4,1,0
243,8,30,7,1
345,2,8,6,1
85,2,0,2,0
896,3,17,8,1
469,7,2,10,1
162,8,12,8,1
66,3,18,8,1
64,9,21,5,1
254,0,1,1,0
255,1,1,0,0
73,9,5,0,1
175,0,0,1,0
415,3,19,9,1
450,1,7,0,0
257,2,1,0,0
182,1,0,0,0
145,1,2,0,0
733,3,0,5,1
388,5,17,5,1
25,0,2,0,0
255,2,3,2,0
999,6,11,6,1
235,1,0,1,0
88,9,27,6,1
274,0,0,1,0
90,8,23,6,1
221,7,1,6,1
632,0,24,4,1
42,2,1,0,0
68,2,3,2,0
256,0,1,2,0
202,0,3,2,0
60,1,2,2,0
858,10,30,6,1
171,6,14,10,1
335,2,1,10,1
267,0,3,6,0
656,7,29,5,1
30,4,1,1,0
110,0,3,1,0
201,2,9,2,0
270,0,1,1,0
199,5,17,2,1
799,2,5,8,1
366,2,1,1,0
100,2,1,2,0
614,0,16,5,1
56,3,1,5,1
52,2,0,0,0
545,10,7,0,1
158,0,0,5,0
126,0,0,1,0
429,1,2,2,0
150,5,1,7,1
956,9,10,10,1
288,5,0,1,0
172,4,18,7,1
233,1,2,0,0
204,1,8,2,0
646,4,5,7,1
118,1,1,2,0
165,0,1,1,0
240,1,1,1,0
457,0,2,0,0
175,5,6,9,1
743,3,4,1,1
47,3,1,5,0
113,6,18,3,1
197,9,6,3,1
38,1,3,2,0
66,0,0,2,0
218,3,12,10,1
205,1,1,1,0
468,0,0,0,0
325,9,11,5,1
188,7,10,7,1
130,3,13,5,1
234,4,25,5,1
65,3,2,1,0
146,0,1,2,0
292,0,0,5,0
127,5,23,10,1
27,0,1,2,0
38,2,0,6,0
458,1,3,9,1
531,0,6,3,1
665,6,23,2,1
683,5,0,2,1
292,5,2,1,0
186,2,2,2,0
943,10,24,9,1
97,2,2,0,0
89,5,15,9,1
196,1,0,6,0
253,2,1,1,0
65,6,16,10,1
106,7,11,1,1
184,10,24,9,1
738,4,28,7,1
268,0,2,1,0
195,3,12,9,1
149,6,5,0,1
289,1,2,0,0
226,3,19,4,1
184,5,1,2,0
140,8,25,7,1
285,1,2,1,0
147,0,3,2,0
531,3,25,3,1
274,2,0,1,0
101,0,9,2,0
140,8,15,5,1
203,7,28,3,1
953,8,14,3,1
766,10,11,10,1
326,1,2,0,0
652,10,12,6,1
223,0,0,2,0
119,5,1,6,0
84,1,14,10,1
597,10,4,7,1
206,4,20,6,1
357,1,3,1,0
251,3,4,2,0
442,0,23,5,1
288,3,6,1,0
375,1,6,1,0
354,2,2,1,0
448,2,10,4,0
478,0,9,9,1
632,8,28,8,1
652,2,9,6,1
426,1,0,0,0
114,8,6,9,1
288,7,18,3,1
612,10,20,4,1
154,2,3,5,0
192,1,3,0,0
80,4,19,6,1
644,8,15,4,1
145,6,17,7,1
100,3,11,8,1
501,2,9,8,1
292,1,0,1,0
174,2,2,3,0
709,4,0,3,1
125,2,3,6,0
148,3,0,1,0
944,2,7,10,1
260,2,7,1,0
302,0,11,7,1
848,2,1,4,1
841,2,28,8,1
212,5,2,0,0
180,10,23,6,1
198,6,19,1,1
629,9,7,2,1
167,5,3,4,0
160,8,6,1,1
195,9,14,0,1
452,3,2,0,1
413,8,24,1,1
178,0,0,1,0
988,3,14,4,1
957,1,10,3,1
120,5,2,1,0
430,7,5,9,1
539,4,4,3,1
453,1,0,1,0
128,2,3,1,0
583,4,19,4,1
91,1,9,5,0
200,1,18,6,1
35,2,3,0,0
99,10,8,7,1
406,6,13,1,1
844,10,8,1,1
795,5,14,1,1
923,2,17,1,1
153,5,0,0,0
192,0,29,4,1
120,7,5,2,1
188,9,12,6,1
122,4,0,4,0
39,0,4,0,0
273,0,1,2,0
843,10,3,5,1
613,2,10,9,1
885,1,25,4,1
139,6,3,7,1
69,0,3,1,0
999,3,2,9,1
178,3,1,0,0
865,10,5,6,1
760,10,9,7,1
217,2,1,2,0
53,2,2,2,0
381,5,3,2,0
165,1,0,0,0
210,3,5,9,1
727,2,1,10,1
536,9,5,10,1
515,7,29,2,1
623,4,25,3,1
285,2,3,1,0
714,3,5,4,1
167,0,9,1,0
283,2,0,1,0
742,6,23,6,1
97,2,3,0,0
114,7,5,7,1
957,1,9,2,1
205,2,1,2,0
207,2,2,2,0
219,1,2,2,0
131,0,10,4,1
208,1,5,2,0
489,1,4,5,1
208,7,14,10,1
255,0,24,10,1
272,1,1,2,0
56,10,2,4,1
48,1,1,0,0
59,0,20,7,1
388,7,24,2,1
277,1,10,0,0
701,1,23,7,1
279,5,2,2,0
204,2,2,2,0
313,1,10,2,0
782,6,6,8,1
678,3,22,3,1
244,0,1,1,0
375,2,0,0,0
299,2,6,7,1
325,2,3,0,0
355,5,13,4,1
118,2,1,0,0
146,3,11,4,1
271,1,0,2,0
706,0,17,6,1
891,3,18,4,1
63,1,0,2,0
992,2,7,1,1
123,9,2,6,1
297,2,13,7,1
263,1,4,2,0
219,0,0,2,0
769,3,2,6,1
832,1,5,3,1
139,5,11,5,1
545,5,23,10,1
266,0,0,3,0
217,3,18,9,1
96,2,3,2,0
248,0,12,6,1
708,3,7,8,1
239,2,26,10,1
898,9,8,4,1
476,2,1,9,1
260,1,1,1,0
67,2,0,0,0
151,1,0,6,0
156,3,9,5,1
148,2,0,2,0
296,1,0,1,0
183,3,30,0,1
213,1,3,0,0
54,1,6,0,0
138,7,28,4,1
866,7,5,8,1
99,2,16,9,1
269,2,3,2,0
130,2,1,6,0
79,4,20,3,1
309,3,3,10,1
169,0,4,1,0
56,2,2,1,0
178,7,19,9,1
54,4,3,1,0
533,2,5,4,1
50,1,3,0,0
32,1,2,0,0
214,2,0,0,0
579,9,17,7,1
402,1,1,1,0
281,1,1,2,0
189,0,2,6,0
214,2,0,6,0
640,4,2,0,1
149,1,0,0,0
100,1,1,1,0
193,6,5,2,1
175,1,3,1,0
34,2,6,2,0
260,2,10,2,0
33,1,2,2,0
215,2,0,4,0
43,2,1,1,0
174,4,14,8,1
255,2,0,0,0
314,6,26,10,1
233,0,3,2,0
58,4,3,2,0
290,1,7,1,0
119,0,2,0,0
277,2,8,1,0
291,1,2,4,0
173,2,1,1,0
930,0,5,7,1
314,0,8,5,1
206,1,0,1,0
482,2,1,2,0
496,1,0,0,0
304,1,7,0,0
215,1,1,0,0
262,2,2,2,0
137,2,2,2,0
228,1,2,2,0
859,8,15,0,1
228,2,8,6,0
142,9,8,8,1
150,0,10,0,0
66,2,0,6,0
212,3,7,0,0
81,10,0,8,1
961,7,1,4,1
243,1,1,5,0
125,5,8,3,1
63,2,17,0,1
263,1,3,1,0
359,2,1,0,0
327,9,11,9,1
369,0,3,2,0
50,0,1,2,0
130,6,23,4,1
802,2,15,3,1
78,1,1,2,0
166,2,5,4,1
253,0,3,0,0
265,2,6,6,0
374,4,10,9,1
679,10,7,6,1
194,1,3,1,0
123,1,3,1,0
231,4,0,1,0
840,1,16,5,1
255,2,1,2,0
208,2,1,1,0
260,1,2,2,0
786,8,9,0,1
870,3,20,3,1
892,5,6,5,1
241,2,2,2,0
909,4,25,4,1
217,2,1,1,0
633,8,5,10,1
882,9,23,2,1
57,5,16,6,1
198,3,19,4,1
201,1,0,2,0
126,1,2,1,0
493,3,0,2,0
264,1,4,1,0
230,2,1,1,0
220,1,3,0,0
759,5,2,5,1
46,0,7,0,0
114,0,0,0,0
889,3,20,7,1
184,9,28,7,1
299,1,2,0,0
109,2,10,0,1
752,6,24,3,1
959,9,28,10,1
89,2,3,1,0
255,1,0,1,0
206,1,1,2,0
782,1,14,5,1
484,2,1,3,0
192,1,1,1,0
308,4,1,1,1
245,4,16,0,1
529,5,9,7,1
545,7,19,3,1
237,0,3,2,0
577,3,19,5,1
221,1,4,1,0
165,0,20,4,1
156,2,4,8,1
239,2,7,2,0
76,4,0,2,0
856,6,4,4,1
335,0,10,9,1
863,7,17,5,1
364,0,1,0,0
254,1,0,2,0
125,2,0,2,0
528,9,16,9,1
161,5,5,0,0
164,2,0,0,0
157,0,23,8,1
965,3,14,8,1
183,8,13,9,1
207,0,9,1,0
245,2,2,2,0
94,1,2,2,0
210,4,0,1,0
560,1,3,8,1
89,1,2,1,0
569,3,1,8,1
204,2,3,0,0
270,4,1,1,0
76,0,7,6,0
267,1,4,1,0
257,1,10,1,0
304,1,6,2,0
87,0,0,1,0
50,1,1,0,0
239,0,4,2,0
247,2,0,1,0
959,3,13,10,1
243,2,2,2,0
331,0,3,2,0
39,4,0,1,0
194,0,3,5,0
216,7,23,10,1
142,9,24,10,1
99,2,2,2,0
631,2,30,4,1
78,2,0,1,0
890,10,28,8,1
278,2,3,1,0
457,6,26,10,1
102,2,0,2,0
123,1,2,0,0
241,2,5,4,1
394,8,27,9,1
447,10,5,4,1
464,5,0,2,0
460,2,13,8,1
698,8,14,0,1
21,1,7,3,0
203,2,3,1,0
188,2,24,8,1
298,2,6,1,0
237,3,0,6,0
184,2,10,2,0
808,5,4,4,1
119,0,3,1,0
29,4,3,5,0
476,2,3,3,0
502,6,4,5,1
255,1,2,0,0
163,0,3,4,0
78,8,17,10,1
302,9,22,8,1
105,10,15,3,1
148,1,0,2,0
165,5,23,0,1
28,1,2,0,0
108,10,20,5,1
162,0,0,0,0
149,3,1,2,0
197,7,0,10,1
705,9,23,9,1
155,2,1,1,0
241,5,26,3,1
110,3,0,2,0
244,2,1,1,0
973,5,21,8,1
158,9,12,7,1
170,2,16,5,1
513,2,23,3,1
712,7,23,10,1
192,1,0,2,0
216,10,24,3,1
154,4,28,7,1
176,1,8,1,0
882,1,18,9,1
196,0,9,6,1
144,0,0,9,1
795,4,9,6,1
130,1,1,0,0
186,6,7,7,1
183,2,0,1,0
106,1,3,0,0
390,7,26,5,1
191,10,25,3,1
337,1,4,3,1
176,0,1,1,0
933,3,29,4,1
242,1,2,1,0
200,2,6,0,0
955,8,30,7,1
170,2,1,2,0
868,9,14,5,1
151,1,0,1,0
196,7,19,1,1
237,1,1,1,0
164,2,3,1,0
298,2,2,3,0
573,10,30,3,1
291,1,3,1,0
623,8,10,2,1
283,3,11,9,1
61,1,2,2,0
702,2,4,7,1
150,1,1,0,0
791,2,30,1,1
20,1,3,0,0
185,1,2,2,0
122,9,5,9,1
636,7,21,7,1
162,3,3,5,0
103,1,3,1,0
68,1,1,1,0
52,2,2,2,0
146,4,12,7,1
952,8,27,5,1
177,4,3,5,0
156,1,0,1,0
121,0,9,6,0
466,0,28,9,1
574,10,21,7,1
214,4,19,9,1
441,7,27,1,1
620,6,8,0,1
405,7,17,8,1
602,10,30,5,1
106,1,1,0,0
213,2,8,1,0
828,4,17,1,1
191,6,19,8,1
35,2,3,2,0
48,0,1,5,0
198,2,0,0,0
93,4,0,6,0
145,1,5,5,0
269,5,2,1,0
268,4,1,1,0
55,3,26,7,1
299,1,8,2,0
123,9,2,3,1
835,10,4,8,1
451,2,18,7,1
595,3,30,6,1
420,3,20,1,1
69,3,29,3,1
220,2,0,1,0
534,3,6,0,1
168,3,27,5,1
792,3,28,9,1
199,0,2,4,0
307,4,26,10,1
405,0,5,2,1
52,2,3,0,0
243,2,1,2,0
233,1,0,1,0
843,5,8,5,1
53,2,0,2,0
808,6,14,3,1
26,0,0,0,0
396,8,24,2,1
582,8,24,5,1
167,2,0,2,0
248,0,5,4,0
195,5,23,2,1
959,3,28,4,1
226,1,10,1,0
162,1,1,3,0
205,7,13,7,1
182,0,1,1,0
114,0,2,0,0
210,2,1,0,0
40,1,10,3,0
82,3,1,10,1
923,4,20,5,1
49,0,0,0,0
728,2,22,3,1
170,5,1,0,0
979,5,1,7,1
678,9,14,8,1
898,8,27,8,1
283,5,3,0,0
699,7,7,6,1
152,5,0,1,0
493,3,1,4,0
866,3,15,3,1
128,4,2,5,0
252,10,17,9,1
116,9,28,9,1
33,2,2,2,0
483,0,2,6,0
966,10,20,10,1
332,10,13,1,1
567,1,16,4,1
76,3,5,9,1
123,3,5,4,1
46,1,2,0,0
88,4,2,2,0
185,1,1,3,0
60,1,0,0,0
196,0,3,4,0
623,3,15,10,1
41,0,3,2,0
214,2,3,0,0
197,2,3,1,0
96,7,5,10,1
470,1,18,9,1
153,8,6,6,1
71,2,8,2,0
254,4,4,8,1
322,4,7,1,1
158,1,2,2,0
65,2,8,0,0
140,1,3,4,0
560,9,11,0,1
465,2,3,2,0
124,0,4,3,0
248,3,19,6,1
395,4,6,10,1
498,7,10,5,1
206,1,1,2,0
417,5,13,8,1
837,7,26,3,1
543,5,2,5,1
170,2,2,2,0
281,0,30,4,1
860,5,16,6,1
213,2,3,3,0
820,3,20,6,1
297,1,3,2,0
74,1,3,0,0
58,0,2,2,0
99,2,3,3,0
398,1,0,1,0
718,2,4,8,1
130,0,0,0,0
897,8,25,2,1
194,0,3,1,0
388,7,1,8,1
214,2,21,10,1
90,2,21,6,1
141,1,10,0,0
177,6,20,3,1
149,2,0,0,0
119,9,9,10,1
267,5,2,1,0
223,2,1,2,0
36,2,2,6,0
202,1,3,0,0
122,1,1,1,0
247,2,0,0,0
775,5,12,2,1
652,8,3,6,1
231,2,0,2,0
720,7,8,10,1
212,10,6,3,1
405,9,1,4,1
295,0,2,1,0
221,1,2,2,0
987,1,2,1,1
244,1,0,0,0
211,4,1,0,0
139,5,0,1,0
